,trip_id,scheduled_departure,transport_type,origin_station,destination_station,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,peak_hour
433,T00433,2023-01-05 17:15:00,Metro,Station_7,Station_26,13,Rain,16.8,86.0,,8.1,No Event,0
434,T00434,2023-01-05 17:30:00,Metro,Station_47,Station_16,25,Snow,11.0,75.0,51.0,26.5,Concert,0
435,T00435,2023-01-05 17:45:00,Metro,Station_7,Station_35,-4,Rain,-6.1,86.0,0.0,13.5,Protest,0
436,T00436,2023-01-05 18:00:00,Metro,Station_26,Station_20,31,Snow,18.0,78.0,51.0,21.0,No Event,1
437,T00437,2023-01-05 18:15:00,Metro,Station_40,Station_46,27,Rain,-7.6,95.0,23.0,8.2,No Event,1
438,T00438,2023-01-05 18:30:00,Tram,Station_5,Station_3,18,Storm,0.7000000000000002,37.0,60.0,20.4,Sports,1
439,T00439,2023-01-05 18:45:00,Tram,Station_21,Station_1,-3,Clear,34.6,92.0,33.0,-1.2314241488251745,No Event,1
440,T00440,2023-01-05 19:00:00,Bus,Station_14,Station_47,10,Rain,5.9,38.0,50.0,20.9,No Event,0
441,T00441,2023-01-05 19:15:00,Metro,Station_4,Station_1,17,Clear,0.2,89.0,59.0,-1.7611298543757905,No Event,0
442,T00442,2023-01-05 19:30:00,Bus,Station_23,Station_17,5,Cloudy,29.799999999999997,92.0,6.0,7.7134321385294715,Festival,0
443,T00443,2023-01-05 19:45:00,Metro,Station_42,Station_2,6,Fog,34.4,,10.0,3.889399795867754,Protest,0
444,T00444,2023-01-05 20:00:00,Metro,Station_20,Station_29,-4,Cloudy,0.5,42.0,10.0,0.7375591293837371,No Event,0
445,T00445,2023-01-05 20:15:00,Tram,Station_15,Station_20,22,Rain,26.6,38.0,35.0,21.8,No Event,0
446,T00446,2023-01-05 20:30:00,Tram,Station_50,Station_6,8,Snow,-1.4000000000000004,77.0,19.0,20.4,Sports,0
447,T00447,2023-01-05 20:45:00,Train,Station_45,Station_8,-12,Cloudy,9.3,91.0,15.0,,No Event,0
448,T00448,2023-01-05 21:00:00,Tram,Station_29,Station_29,19,Storm,-2.5,37.0,28.0,33.1,Sports,0
449,T00449,2023-01-05 21:15:00,Train,Station_8,Station_48,19,Clear,-3.2,74.0,23.0,2.167000863054624,No Event,0
450,T00450,2023-01-05 21:30:00,Train,Station_41,Station_33,21,Snow,-3.3,76.0,29.0,11.3,Parade,0
451,T00451,2023-01-05 21:45:00,Train,Station_48,Station_3,4,Snow,-14.8,88.0,29.0,27.1,Sports,0
452,T00452,2023-01-05 22:00:00,Train,Station_19,Station_35,-9,Rain,27.0,86.0,38.0,26.3,No Event,0
453,T00453,2023-01-05 22:15:00,Train,Station_48,Station_5,28,Storm,18.5,83.0,86.0,,No Event,0
454,T00454,2023-01-05 22:30:00,Bus,Station_39,Station_27,13,Clear,30.5,48.0,47.0,2.4007246342158455,No Event,0
455,T00455,2023-01-05 22:45:00,Tram,Station_46,Station_44,9,Storm,15.7,96.0,78.0,27.4,No Event,0
456,T00456,2023-01-05 23:00:00,Train,Station_28,Station_12,5,Cloudy,-1.7,75.0,36.0,-1.0073424242392024,Concert,0
457,T00457,2023-01-05 23:15:00,Metro,Station_46,Station_20,0,Rain,28.6,39.0,32.0,30.1,No Event,0
458,T00458,2023-01-05 23:30:00,Tram,Station_27,Station_45,3,Snow,20.0,42.0,19.0,22.8,Concert,0
459,T00459,2023-01-05 23:45:00,Tram,Station_4,Station_20,9,Snow,,35.0,53.0,11.7,No Event,0
460,T00460,2023-01-06 00:00:00,Train,Station_15,Station_9,19,Cloudy,-3.5,78.0,21.0,2.791706297466168,Sports,0
461,T00461,2023-01-06 00:15:00,Bus,Station_35,Station_39,4,Snow,13.2,46.0,40.0,18.9,No Event,0
462,T00462,2023-01-06 00:30:00,Train,Station_37,Station_4,-2,Fog,24.1,91.0,57.0,0.6799927993169641,Sports,0
463,T00463,2023-01-06 00:45:00,Bus,Station_1,Station_19,-22,Rain,,40.0,20.0,12.3,No Event,0
464,T00464,2023-01-06 01:00:00,Metro,Station_3,Station_38,6,Cloudy,-3.9,85.0,36.0,1.52666377163379,No Event,0
465,T00465,2023-01-06 01:15:00,Tram,Station_47,Station_27,17,Rain,-3.3,84.0,53.0,8.4,No Event,0
466,T00466,2023-01-06 01:30:00,Metro,Station_24,Station_45,-2,Clear,18.9,54.0,26.0,1.1234692126204788,No Event,0
467,T00467,2023-01-06 01:45:00,Bus,Station_27,Station_43,21,Rain,14.8,38.0,37.0,32.3,No Event,0
468,T00468,2023-01-06 02:00:00,Bus,Station_40,Station_13,28,Rain,-8.7,41.0,34.0,25.1,No Event,0
469,T00469,2023-01-06 02:15:00,Metro,Station_36,Station_13,21,Clear,10.9,40.0,37.0,3.7297354465312353,Parade,0
470,T00470,2023-01-06 02:30:00,Bus,Station_34,Station_22,5,Cloudy,17.4,67.0,39.0,0.01210251733184764,No Event,0
471,T00471,2023-01-06 02:45:00,Metro,Station_29,Station_28,-3,Rain,19.5,57.0,59.0,14.9,Sports,0
472,T00472,2023-01-06 03:00:00,Tram,Station_24,Station_47,-1,Storm,-0.40000000000000036,37.0,33.0,42.1,No Event,0
473,T00473,2023-01-06 03:15:00,Metro,Station_24,Station_45,17,Rain,8.4,76.0,31.0,30.2,No Event,0
474,T00474,2023-01-06 03:30:00,Tram,Station_42,Station_22,11,Cloudy,23.6,65.0,15.0,1.6326432539469096,Concert,0
475,T00475,2023-01-06 03:45:00,Metro,Station_4,Station_43,24,Snow,21.200000000000003,74.0,27.0,11.9,Festival,0
476,T00476,2023-01-06 04:00:00,Bus,Station_3,Station_19,20,Clear,4.2,38.0,15.0,-0.4783410563306829,No Event,0
477,T00477,2023-01-06 04:15:00,Metro,Station_34,Station_8,21,Snow,-5.9,82.0,26.0,16.7,Festival,0
478,T00478,2023-01-06 04:30:00,Bus,Station_49,Station_8,-9,Cloudy,,96.0,52.0,5.208492685204842,No Event,0
479,T00479,2023-01-06 04:45:00,Metro,Station_23,Station_42,20,Fog,10.8,82.0,2.0,1.008576014803224,Concert,0
480,T00480,2023-01-06 05:00:00,Metro,Station_23,Station_26,6,Snow,12.7,41.0,48.0,21.8,No Event,0
481,T00481,2023-01-06 05:15:00,Train,Station_45,Station_48,6,Rain,16.5,82.0,20.0,9.2,No Event,0
482,T00482,2023-01-06 05:30:00,Bus,Station_5,Station_26,5,Rain,-0.5999999999999996,57.0,37.0,19.0,No Event,0
483,T00483,2023-01-06 05:45:00,Train,Station_31,Station_23,6,Clear,,92.0,37.0,,No Event,0
484,T00484,2023-01-06 06:00:00,Bus,Station_41,Station_43,18,Rain,15.2,44.0,29.0,8.7,No Event,0
485,T00485,2023-01-06 06:15:00,Train,Station_6,Station_13,17,Storm,6.699999999999999,48.0,52.0,11.3,No Event,0
486,T00486,2023-01-06 06:30:00,Tram,Station_37,Station_28,29,Storm,-5.0,99.0,38.0,25.9,Concert,0
487,T00487,2023-01-06 06:45:00,Metro,Station_10,Station_9,25,Snow,22.799999999999997,72.0,30.0,14.4,No Event,0
488,T00488,2023-01-06 07:00:00,Bus,Station_40,Station_20,5,Cloudy,8.0,77.0,19.0,2.775381852718694,No Event,0
489,T00489,2023-01-06 07:15:00,Bus,Station_7,Station_19,-10,Clear,20.5,49.0,46.0,0.4196751729666842,No Event,0
490,T00490,2023-01-06 07:30:00,Metro,Station_39,Station_48,-7,Fog,30.4,66.0,18.0,2.6919524923738223,Sports,0
491,T00491,2023-01-06 07:45:00,Bus,Station_38,Station_39,14,Snow,1.9000000000000004,27.0,1.0,28.3,Sports,0
492,T00492,2023-01-06 08:00:00,Bus,Station_21,Station_12,27,Cloudy,22.0,93.0,39.0,4.2346568889778,No Event,1
493,T00493,2023-01-06 08:15:00,Train,Station_20,Station_15,5,Clear,33.9,65.0,38.0,4.54093372089278,No Event,1
494,T00494,2023-01-06 08:30:00,Bus,Station_3,Station_31,19,Clear,,34.0,26.0,1.3985489760363752,No Event,1
495,T00495,2023-01-06 08:45:00,Tram,Station_22,Station_14,19,Snow,0.1999999999999993,89.0,7.0,15.3,Festival,1
496,T00496,2023-01-06 09:00:00,Tram,Station_47,Station_11,20,Cloudy,27.2,36.0,44.0,3.034586436059697,Sports,0
497,T00497,2023-01-06 09:15:00,Metro,Station_4,Station_26,-8,Cloudy,-2.6,99.0,53.0,-0.7377717363460872,No Event,0
498,T00498,2023-01-06 09:30:00,Bus,Station_28,Station_42,9,Rain,-6.9,51.0,26.0,7.6,Protest,0
499,T00499,2023-01-06 09:45:00,Metro,Station_12,Station_27,-5,Fog,,75.0,14.0,1.6106787618850515,No Event,0
500,T00500,2023-01-06 10:00:00,Tram,Station_38,Station_11,5,Storm,20.9,69.0,36.0,25.9,No Event,0
501,T00501,2023-01-06 10:15:00,Bus,Station_36,Station_38,1,Rain,28.9,90.0,46.0,21.0,Festival,0
502,T00502,2023-01-06 10:30:00,Bus,Station_47,Station_34,19,Clear,-2.7,75.0,13.0,1.1177412681017997,Festival,0
503,T00503,2023-01-06 10:45:00,Metro,Station_41,Station_43,16,Fog,1.2,57.0,6.0,6.529672124745866,Sports,0
504,T00504,2023-01-06 11:00:00,Tram,Station_5,Station_19,20,Fog,-0.8,64.0,16.0,-0.015022900460451183,No Event,0
505,T00505,2023-01-06 11:15:00,Bus,Station_13,Station_6,13,Cloudy,17.3,30.0,25.0,-5.660336574631396,No Event,0
506,T00506,2023-01-06 11:30:00,Metro,Station_23,Station_46,-1,Fog,19.2,58.0,36.0,1.4551293902000708,Festival,0
507,T00507,2023-01-06 11:45:00,Tram,Station_50,Station_38,6,Snow,-2.5999999999999996,34.0,19.0,22.9,Concert,0
508,T00508,2023-01-06 12:00:00,Metro,Station_30,Station_49,18,Fog,,38.0,9.0,1.4966679761368487,No Event,0
509,T00509,2023-01-06 12:15:00,Train,Station_37,Station_42,-3,Clear,,51.0,18.0,2.692774646129262,No Event,0
510,T00510,2023-01-06 12:30:00,Bus,Station_25,Station_28,23,Snow,7.800000000000001,88.0,17.0,27.3,Festival,0
511,T00511,2023-01-06 12:45:00,Train,Station_48,Station_1,0,Snow,-9.5,90.0,29.0,14.3,Festival,0
512,T00512,2023-01-06 13:00:00,Tram,Station_27,Station_35,18,Rain,26.4,87.0,,7.3,Concert,0
513,T00513,2023-01-06 13:15:00,Train,Station_14,Station_40,-7,Fog,3.0,99.0,24.0,2.296342613923545,Sports,0
514,T00514,2023-01-06 13:30:00,Train,Station_48,Station_8,-12,Cloudy,19.7,84.0,23.0,0.5463085183194978,No Event,0
515,T00515,2023-01-06 13:45:00,Tram,Station_47,Station_47,5,Rain,24.4,42.0,9.0,14.7,Concert,0
516,T00516,2023-01-06 14:00:00,Metro,Station_36,Station_7,10,Cloudy,17.2,48.0,1.0,-1.603377229852402,Concert,0
517,T00517,2023-01-06 14:15:00,Train,Station_39,Station_11,17,Fog,4.9,62.0,37.0,4.695234740408456,No Event,0
518,T00518,2023-01-06 14:30:00,Metro,Station_16,Station_39,3,Rain,2.4000000000000004,94.0,31.0,25.6,Protest,0
519,T00519,2023-01-06 14:45:00,Train,Station_22,Station_4,17,Fog,30.4,89.0,34.0,1.691833000745121,Festival,0
520,T00520,2023-01-06 15:00:00,Metro,Station_21,Station_25,-2,Clear,,41.0,50.0,1.2180519337113829,No Event,0
521,T00521,2023-01-06 15:15:00,Tram,Station_21,Station_12,7,Rain,19.8,72.0,36.0,30.3,Protest,0
522,T00522,2023-01-06 15:30:00,Train,Station_8,Station_26,0,Cloudy,31.6,46.0,6.0,3.774774778451114,Concert,0
523,T00523,2023-01-06 15:45:00,Tram,Station_49,Station_38,7,Clear,35.0,97.0,6.0,0.8052194010569682,No Event,0
524,T00524,2023-01-06 16:00:00,Train,Station_16,Station_46,14,Storm,,58.0,,12.3,Protest,0
525,T00525,2023-01-06 16:15:00,Tram,Station_31,Station_12,-5,Cloudy,25.1,,9.0,-0.2224449619655422,No Event,0
526,T00526,2023-01-06 16:30:00,Tram,Station_42,Station_43,24,Fog,34.6,36.0,32.0,8.394470616240682,Sports,0
527,T00527,2023-01-06 16:45:00,Train,Station_10,Station_37,16,Cloudy,6.0,73.0,42.0,-3.3135164575459726,No Event,0
528,T00528,2023-01-06 17:00:00,Train,Station_32,Station_46,9,Storm,2.0999999999999996,34.0,79.0,28.1,Sports,0
529,T00529,2023-01-06 17:15:00,Train,Station_34,Station_24,0,Cloudy,-4.4,89.0,6.0,4.740174587452405,No Event,0
530,T00530,2023-01-06 17:30:00,Bus,Station_9,Station_16,15,Clear,0.6,35.0,5.0,0.3825073144913895,No Event,0
531,T00531,2023-01-06 17:45:00,Metro,Station_17,Station_13,27,Snow,15.100000000000001,32.0,5.0,26.9,No Event,0
532,T00532,2023-01-06 18:00:00,Bus,Station_11,Station_25,37,Cloudy,15.5,75.0,12.0,-3.5311396837991014,No Event,1
533,T00533,2023-01-06 18:15:00,Bus,Station_32,Station_4,21,Rain,25.9,86.0,47.0,32.2,No Event,1
534,T00534,2023-01-06 18:30:00,Tram,Station_10,Station_11,9,Storm,21.6,83.0,32.0,27.0,No Event,1
535,T00535,2023-01-06 18:45:00,Train,Station_22,Station_32,28,Cloudy,17.9,75.0,1.0,6.079222776994625,Sports,1
536,T00536,2023-01-06 19:00:00,Metro,Station_17,Station_49,15,Storm,11.399999999999999,,44.0,11.3,Festival,0
537,T00537,2023-01-06 19:15:00,Tram,Station_4,Station_7,20,Snow,-13.1,29.0,50.0,24.6,Festival,0
538,T00538,2023-01-06 19:30:00,Bus,Station_48,Station_46,13,Clear,29.9,96.0,18.0,-1.6114939825200079,Festival,0
539,T00539,2023-01-06 19:45:00,Train,Station_47,Station_11,17,Rain,7.699999999999999,54.0,49.0,22.3,Protest,0
540,T00540,2023-01-06 20:00:00,Tram,Station_25,Station_28,-2,Fog,17.4,90.0,56.0,3.0073266808891157,No Event,0
541,T00541,2023-01-06 20:15:00,Train,Station_21,Station_41,12,Cloudy,-6.1,67.0,37.0,-1.1988775920072632,Sports,0
542,T00542,2023-01-06 20:30:00,Tram,Station_37,Station_23,14,Clear,32.4,61.0,1.0,2.6859369450537556,Sports,0
543,T00543,2023-01-06 20:45:00,Train,Station_38,Station_45,-2,Storm,27.1,52.0,77.0,20.3,No Event,0
544,T00544,2023-01-06 21:00:00,Bus,Station_49,Station_23,35,Snow,2.6999999999999993,,25.0,19.0,Concert,0
545,T00545,2023-01-06 21:15:00,Metro,Station_1,Station_50,17,Storm,12.100000000000001,32.0,34.0,26.3,No Event,0
546,T00546,2023-01-06 21:30:00,Bus,Station_25,Station_28,12,Snow,12.2,37.0,19.0,31.4,Festival,0
547,T00547,2023-01-06 21:45:00,Metro,Station_36,Station_43,5,Snow,-5.4,57.0,22.0,19.5,Concert,0
548,T00548,2023-01-06 22:00:00,Train,Station_17,Station_47,2,Clear,3.9,94.0,53.0,1.3029137445466847,Parade,0
549,T00549,2023-01-06 22:15:00,Tram,Station_41,Station_26,5,Cloudy,19.0,37.0,14.0,-2.0996552642430633,No Event,0
550,T00550,2023-01-06 22:30:00,Bus,Station_24,Station_25,22,Fog,-0.8,38.0,5.0,5.9391129012598585,No Event,0
551,T00551,2023-01-06 22:45:00,Metro,Station_2,Station_29,19,Cloudy,9.2,57.0,27.0,0.6505220954468989,Parade,0
552,T00552,2023-01-06 23:00:00,Bus,Station_40,Station_19,26,Rain,11.7,47.0,34.0,17.3,No Event,0
553,T00553,2023-01-06 23:15:00,Metro,Station_15,Station_33,16,Cloudy,8.3,71.0,10.0,1.5041929288664067,No Event,0
554,T00554,2023-01-06 23:30:00,Bus,Station_32,Station_36,23,Snow,-8.6,66.0,7.0,27.6,Concert,0
555,T00555,2023-01-06 23:45:00,Metro,Station_39,Station_14,12,Snow,-3.8000000000000007,93.0,56.0,13.2,Festival,0
556,T00556,2023-01-07 00:00:00,Metro,Station_6,Station_14,16,Rain,3.5,62.0,53.0,29.4,No Event,0
557,T00557,2023-01-07 00:15:00,Train,Station_1,Station_35,5,Storm,9.0,83.0,76.0,22.7,No Event,0
558,T00558,2023-01-07 00:30:00,Metro,Station_47,Station_30,19,Snow,12.0,60.0,48.0,22.0,No Event,0
559,T00559,2023-01-07 00:45:00,Train,Station_23,Station_28,-5,Rain,29.700000000000003,,50.0,23.0,No Event,0
560,T00560,2023-01-07 01:00:00,Metro,Station_39,Station_17,7,Snow,-9.2,41.0,50.0,19.8,No Event,0
561,T00561,2023-01-07 01:15:00,Tram,Station_17,Station_3,20,Fog,29.9,39.0,23.0,9.767100763835057,Festival,0
562,T00562,2023-01-07 01:30:00,Tram,Station_34,Station_16,-1,Snow,-5.6,68.0,20.0,19.5,Sports,0
563,T00563,2023-01-07 01:45:00,Tram,Station_41,Station_46,-4,Clear,18.7,31.0,48.0,-0.9869889066002122,Festival,0
564,T00564,2023-01-07 02:00:00,Metro,Station_29,Station_30,-11,Rain,11.899999999999999,43.0,58.0,18.7,No Event,0
565,T00565,2023-01-07 02:15:00,Train,Station_9,Station_29,11,Cloudy,13.3,70.0,35.0,5.5668691363379015,Concert,0
566,T00566,2023-01-07 02:30:00,Train,Station_13,Station_45,7,Rain,18.9,31.0,6.0,23.0,Parade,0
567,T00567,2023-01-07 02:45:00,Metro,Station_6,Station_15,23,Storm,5.300000000000001,48.0,32.0,34.9,Concert,0
568,T00568,2023-01-07 03:00:00,Tram,Station_6,Station_46,17,Snow,-3.2,25.0,57.0,27.0,No Event,0
569,T00569,2023-01-07 03:15:00,Tram,Station_20,Station_25,-11,Rain,25.1,31.0,28.0,13.2,Parade,0
570,T00570,2023-01-07 03:30:00,Train,Station_3,Station_38,-9,Fog,3.8,56.0,15.0,5.942895502199164,No Event,0
571,T00571,2023-01-07 03:45:00,Tram,Station_17,Station_42,17,Rain,-3.8,31.0,,25.9,Protest,0
572,T00572,2023-01-07 04:00:00,Bus,Station_49,Station_47,-8,Fog,-4.4,80.0,13.0,4.918795528238393,No Event,0
573,T00573,2023-01-07 04:15:00,Train,Station_12,Station_38,-6,Snow,-6.6,34.0,57.0,23.2,Concert,0
574,T00574,2023-01-07 04:30:00,Tram,Station_48,Station_23,23,Cloudy,11.7,48.0,51.0,3.031655192858138,Festival,0
575,T00575,2023-01-07 04:45:00,Train,Station_47,Station_25,23,Snow,4.5,36.0,1.0,21.5,No Event,0
576,T00576,2023-01-07 05:00:00,Bus,Station_45,Station_42,20,Storm,1.2000000000000002,77.0,56.0,16.1,No Event,0
577,T00577,2023-01-07 05:15:00,Train,Station_1,Station_7,19,Clear,-2.1,85.0,30.0,1.0425133401431632,No Event,0
578,T00578,2023-01-07 05:30:00,Train,Station_17,Station_22,19,Cloudy,22.8,85.0,49.0,-0.5726517070834198,No Event,0
579,T00579,2023-01-07 05:45:00,Train,Station_3,Station_17,0,Cloudy,23.3,79.0,49.0,6.091867242898616,No Event,0
580,T00580,2023-01-07 06:00:00,Train,Station_26,Station_18,-3,Clear,34.9,74.0,12.0,0.8685559220856264,Sports,0
581,T00581,2023-01-07 06:15:00,Bus,Station_15,Station_49,25,Rain,27.0,88.0,59.0,30.7,No Event,0
582,T00582,2023-01-07 06:30:00,Metro,Station_36,Station_41,6,Snow,21.0,63.0,17.0,13.9,No Event,0
583,T00583,2023-01-07 06:45:00,Train,Station_32,Station_10,5,Rain,20.9,50.0,16.0,20.9,No Event,0
584,T00584,2023-01-07 07:00:00,Train,Station_32,Station_10,8,Rain,13.600000000000001,84.0,44.0,21.4,No Event,0
585,T00585,2023-01-07 07:15:00,Tram,Station_4,Station_7,23,Snow,-8.9,81.0,27.0,29.7,Concert,0
586,T00586,2023-01-07 07:30:00,Train,Station_18,Station_48,28,Storm,14.899999999999999,70.0,35.0,21.6,Sports,0
587,T00587,2023-01-07 07:45:00,Tram,Station_49,Station_50,1,Cloudy,-5.8,99.0,34.0,3.393361839974483,Festival,0
588,T00588,2023-01-07 08:00:00,Metro,Station_19,Station_38,8,Fog,30.4,78.0,21.0,-0.06649344496044973,No Event,1
589,T00589,2023-01-07 08:15:00,Bus,Station_43,Station_27,4,Clear,14.3,73.0,38.0,-0.6734339494442432,No Event,1
590,T00590,2023-01-07 08:30:00,Bus,Station_35,Station_33,-3,Cloudy,20.9,64.0,0.0,-0.21517865927082047,No Event,1
591,T00591,2023-01-07 08:45:00,Metro,Station_40,Station_1,-6,Rain,-6.9,34.0,36.0,23.1,No Event,1
592,T00592,2023-01-07 09:00:00,Bus,Station_14,Station_44,29,Clear,16.4,80.0,20.0,2.186326902471526,No Event,0
593,T00593,2023-01-07 09:15:00,Metro,Station_33,Station_34,-10,Fog,7.1,86.0,0.0,1.5315749451331577,Protest,0
594,T00594,2023-01-07 09:30:00,Metro,Station_14,Station_4,12,Cloudy,4.4,87.0,3.0,1.3799108242715359,No Event,0
595,T00595,2023-01-07 09:45:00,Metro,Station_34,Station_17,-2,Cloudy,8.6,65.0,31.0,3.1102892191840095,No Event,0
596,T00596,2023-01-07 10:00:00,Bus,Station_4,Station_4,14,Storm,,39.0,86.0,12.7,Sports,0
597,T00597,2023-01-07 10:15:00,Tram,Station_24,Station_43,7,Cloudy,10.7,79.0,0.0,5.640224971205345,Concert,0
598,T00598,2023-01-07 10:30:00,Metro,Station_29,Station_26,-4,Cloudy,10.5,66.0,12.0,2.550768047455498,No Event,0
599,T00599,2023-01-07 10:45:00,Train,Station_19,Station_4,13,Fog,29.5,49.0,45.0,-3.899847519842038,Concert,0
600,T00600,2023-01-07 11:00:00,Bus,Station_6,Station_1,2,Fog,12.9,42.0,46.0,-1.2934697987818247,Parade,0
601,T00601,2023-01-07 11:15:00,Metro,Station_33,Station_7,1,Clear,9.5,48.0,16.0,2.2793960456615974,No Event,0
602,T00602,2023-01-07 11:30:00,Metro,Station_49,Station_30,10,Rain,29.799999999999997,85.0,11.0,33.2,No Event,0
603,T00603,2023-01-07 11:45:00,Train,Station_40,Station_50,7,Fog,17.8,74.0,6.0,2.8874537195825765,No Event,0
604,T00604,2023-01-07 12:00:00,Tram,Station_19,Station_9,12,Clear,13.9,89.0,54.0,2.7068452170613577,Sports,0
605,T00605,2023-01-07 12:15:00,Tram,Station_1,Station_35,18,Cloudy,9.8,97.0,50.0,3.0993398314639906,No Event,0
606,T00606,2023-01-07 12:30:00,Tram,Station_5,Station_8,-3,Clear,27.4,86.0,54.0,1.9937440083816107,Parade,0
607,T00607,2023-01-07 12:45:00,Metro,Station_27,Station_24,-3,Clear,8.6,83.0,2.0,1.9905891372749154,Sports,0
608,T00608,2023-01-07 13:00:00,Metro,Station_16,Station_19,4,Clear,10.6,66.0,49.0,0.27139955903687585,No Event,0
609,T00609,2023-01-07 13:15:00,Metro,Station_6,Station_36,15,Snow,15.2,61.0,25.0,23.8,No Event,0
610,T00610,2023-01-07 13:30:00,Bus,Station_40,Station_50,-5,Clear,-2.1,43.0,30.0,2.0591764188704165,No Event,0
611,T00611,2023-01-07 13:45:00,Train,Station_13,Station_43,-4,Fog,29.6,73.0,35.0,4.575680055834663,No Event,0
612,T00612,2023-01-07 14:00:00,Metro,Station_48,Station_27,21,Snow,,66.0,25.0,27.3,Festival,0
613,T00613,2023-01-07 14:15:00,Train,Station_35,Station_32,14,Rain,14.3,30.0,2.0,26.7,No Event,0
614,T00614,2023-01-07 14:30:00,Train,Station_19,Station_14,18,Clear,25.3,52.0,43.0,0.4716162222645284,No Event,0
615,T00615,2023-01-07 14:45:00,Tram,Station_12,Station_18,25,Storm,-3.4000000000000004,93.0,81.0,30.0,No Event,0
616,T00616,2023-01-07 15:00:00,Bus,Station_16,Station_28,-5,Cloudy,27.6,57.0,27.0,1.358111418109404,No Event,0
617,T00617,2023-01-07 15:15:00,Metro,Station_43,Station_29,17,Cloudy,31.200000000000003,33.0,43.0,5.867048671054553,No Event,0
618,T00618,2023-01-07 15:30:00,Tram,Station_10,Station_16,21,Snow,3.8000000000000007,64.0,16.0,26.3,No Event,0
619,T00619,2023-01-07 15:45:00,Tram,Station_25,Station_35,12,Cloudy,29.5,89.0,37.0,3.257700814190632,Concert,0
620,T00620,2023-01-07 16:00:00,Metro,Station_20,Station_47,8,Cloudy,-8.0,47.0,46.0,7.006647061435036,No Event,0
621,T00621,2023-01-07 16:15:00,Train,Station_31,Station_31,12,Snow,20.8,89.0,29.0,8.6,No Event,0
622,T00622,2023-01-07 16:30:00,Tram,Station_4,Station_4,11,Cloudy,5.4,90.0,1.0,-0.343845579840933,Concert,0
623,T00623,2023-01-07 16:45:00,Train,Station_44,Station_37,-1,Clear,7.5,78.0,7.0,3.9782410006832607,No Event,0
624,T00624,2023-01-07 17:00:00,Bus,Station_23,Station_17,-9,Rain,-1.9000000000000004,76.0,13.0,18.7,No Event,0
625,T00625,2023-01-07 17:15:00,Train,Station_2,Station_39,-2,Snow,-3.3,62.0,36.0,23.6,No Event,0
626,T00626,2023-01-07 17:30:00,Bus,Station_22,Station_48,17,Storm,-3.5,,,28.3,No Event,0
627,T00627,2023-01-07 17:45:00,Train,Station_37,Station_46,0,Snow,20.2,77.0,41.0,23.1,Parade,0
628,T00628,2023-01-07 18:00:00,Tram,Station_8,Station_26,23,Fog,31.0,54.0,38.0,2.966800088280144,No Event,1
629,T00629,2023-01-07 18:15:00,Tram,Station_7,Station_48,38,Storm,-10.9,94.0,42.0,20.9,Concert,1
630,T00630,2023-01-07 18:30:00,Bus,Station_14,Station_39,21,Fog,0.7,34.0,14.0,4.738441258991418,No Event,1
631,T00631,2023-01-07 18:45:00,Metro,Station_3,Station_41,13,Snow,19.5,89.0,1.0,11.0,No Event,1
632,T00632,2023-01-07 19:00:00,Bus,Station_50,Station_4,10,Fog,11.0,37.0,36.0,7.04600023948082,Sports,0
633,T00633,2023-01-07 19:15:00,Bus,Station_16,Station_30,4,Storm,-4.2,68.0,69.0,17.4,No Event,0
634,T00634,2023-01-07 19:30:00,Train,Station_19,Station_30,-1,Clear,15.4,72.0,31.0,2.075256169603038,Sports,0
635,T00635,2023-01-07 19:45:00,Train,Station_18,Station_22,21,Snow,1.6999999999999993,29.0,39.0,18.1,No Event,0
636,T00636,2023-01-07 20:00:00,Bus,Station_16,Station_11,24,Snow,-8.2,28.0,12.0,11.2,No Event,0
637,T00637,2023-01-07 20:15:00,Tram,Station_8,Station_2,-5,Cloudy,21.8,30.0,,3.776591881285807,Sports,0
638,T00638,2023-01-07 20:30:00,Train,Station_33,Station_44,-3,Snow,8.3,81.0,16.0,29.9,No Event,0
639,T00639,2023-01-07 20:45:00,Metro,Station_49,Station_12,-1,Snow,-10.0,70.0,14.0,16.0,Sports,0
640,T00640,2023-01-07 21:00:00,Train,Station_12,Station_30,-2,Clear,32.0,94.0,32.0,-0.2921088063285764,No Event,0
641,T00641,2023-01-07 21:15:00,Train,Station_11,Station_36,16,Cloudy,13.3,32.0,50.0,-0.9285778154067588,Sports,0
642,T00642,2023-01-07 21:30:00,Metro,Station_5,Station_18,3,Rain,1.0,51.0,15.0,20.5,No Event,0
643,T00643,2023-01-07 21:45:00,Bus,Station_27,Station_26,2,Fog,3.3,85.0,50.0,1.7814321232639163,Concert,0
644,T00644,2023-01-07 22:00:00,Metro,Station_12,Station_7,16,Storm,-6.6,47.0,35.0,21.3,Festival,0
645,T00645,2023-01-07 22:15:00,Bus,Station_17,Station_1,2,Rain,6.0,54.0,54.0,27.6,No Event,0
646,T00646,2023-01-07 22:30:00,Bus,Station_6,Station_26,-9,Cloudy,-2.6,77.0,21.0,4.580486721864844,No Event,0
647,T00647,2023-01-07 22:45:00,Bus,Station_33,Station_23,17,Clear,11.6,60.0,22.0,1.3283204840051106,Festival,0
648,T00648,2023-01-07 23:00:00,Metro,Station_5,Station_26,19,Storm,-4.0,59.0,59.0,,No Event,0
